"","Date","Canada_1","Canada_total","Canada_recover","Canada_death","Date_a","Australia_1","Australia_total","Australia_recover","Australia_death","Date_b","Germany_1","Germany_total","Germany_recover","Germany_death","Date_c","Finland_1","Finland_total","Finland_recover","Finland_death","Date_d","Israel_1","Israel_total","Israel_recover","Israel_death","population_Canada","susceptible_Canada","infected_Canada","removed_Canada","population_Australia","susceptible_Australia","infected_Australia","removed_Australia","population_Germany","susceptible_Germany","infected_Germany","removed_Germany","population_Finland","susceptible_Finland","infected_Finland","removed_Finland","population_Israel","susceptible_Israel","infected_Israel","removed_Israel","day"
"167","2020-07-06","Canada","107815","71141","8836","2020-07-06","Australia","8755","7455","106","2020-07-06","Germany","198064","182160","9022","2020-07-06","Finland","7257","6700","329","2020-07-06","Israel","31281","17525","349",37742154,37634339,27838,62305,25499884,25491129,1194,7349,67886011,67687947,6882,173138,5540720,5533463,228,6371,11589623,11558342,13407,17176,167
"168","2020-07-07","Canada","108023","71418","8843","2020-07-07","Australia","8886","7487","106","2020-07-07","Germany","198343","182661","9032","2020-07-07","Finland","7262","6700","329","2020-07-07","Israel","32671","17695","354",37742154,37634131,27762,62575,25499884,25490998,1293,7381,67886011,67687668,6650,173629,5540720,5533458,233,6371,11589623,11556952,14622,17341,168
"169","2020-07-08","Canada","108334","71805","8855","2020-07-08","Australia","9056","7573","106","2020-07-08","Germany","198699","183153","9046","2020-07-08","Finland","7265","6800","329","2020-07-08","Israel","33998","17912","359",37742154,37633820,27674,62950,25499884,25490828,1377,7467,67886011,67687312,6500,174107,5540720,5533455,136,6471,11589623,11555625,15727,17553,169
"170","2020-07-09","Canada","108656","72095","8865","2020-07-09","Australia","9374","7576","106","2020-07-09","Germany","199001","183728","9057","2020-07-09","Finland","7273","6800","329","2020-07-09","Israel","35523","18139","364",37742154,37633498,27696,63230,25499884,25490510,1692,7470,67886011,67687010,6216,174671,5540720,5533447,144,6471,11589623,11554100,17020,17775,170
"171","2020-07-10","Canada","108984","72466","8879","2020-07-10","Australia","9553","7733","107","2020-07-10","Germany","199332","184028","9063","2020-07-10","Finland","7279","6800","329","2020-07-10","Israel","36932","18352","368",37742154,37633170,27639,63587,25499884,25490331,1713,7626,67886011,67686679,6241,174965,5540720,5533441,150,6471,11589623,11552691,18212,17984,171
"172","2020-07-11","Canada","109150","72784","8882","2020-07-11","Australia","9797","7727","108","2020-07-11","Germany","199709","184266","9070","2020-07-11","Finland","7291","6800","329","2020-07-11","Israel","38100","18543","373",37742154,37633004,27484,63902,25499884,25490087,1962,7619,67886011,67686302,6373,175196,5540720,5533429,162,6471,11589623,11551523,19184,18170,172
"173","2020-07-12","Canada","109348","72954","8887","2020-07-12","Australia","9980","7769","108","2020-07-12","Germany","199919","184414","9071","2020-07-12","Finland","7294","6800","329","2020-07-12","Israel","39338","18885","380",37742154,37632806,27507,64067,25499884,25489904,2103,7661,67886011,67686092,6434,175343,5540720,5533426,165,6471,11589623,11550285,20073,18505,173
"174","2020-07-13","Canada","109984","73381","8895","2020-07-13","Australia","10251","7835","108","2020-07-13","Germany","200180","185100","9074","2020-07-13","Finland","7295","6800","329","2020-07-13","Israel","41058","19248","384",37742154,37632170,27708,64486,25499884,25489633,2308,7727,67886011,67685831,6006,176026,5540720,5533425,166,6471,11589623,11548565,21426,18864,174
"175","2020-07-14","Canada","110350","73713","8900","2020-07-14","Australia","10487","7928","111","2020-07-14","Germany","200456","185100","9078","2020-07-14","Finland","7301","6800","329","2020-07-14","Israel","42662","19562","391",37742154,37631804,27737,64813,25499884,25489397,2448,7817,67886011,67685555,6278,176022,5540720,5533419,172,6471,11589623,11546961,22709,19171,175
"176","2020-07-15","Canada","110693","74067","8914","2020-07-15","Australia","10810","8035","113","2020-07-15","Germany","200890","186000","9080","2020-07-15","Finland","7296","6880","328","2020-07-15","Israel","44539","19922","397",37742154,37631461,27712,65153,25499884,25489074,2662,7922,67886011,67685121,5810,176920,5540720,5533424,88,6552,11589623,11545084,24220,19525,176
"177","2020-07-16","Canada","111144","74433","8926","2020-07-16","Australia","11233","8114","116","2020-07-16","Germany","201450","186400","9087","2020-07-16","Finland","7293","6880","328","2020-07-16","Israel","46478","20424","406",37742154,37631010,27785,65507,25499884,25488651,3003,7998,67886011,67684561,5963,177313,5540720,5533427,85,6552,11589623,11543145,25648,20018,177
"178","2020-07-17","Canada","111559","98281","8936","2020-07-17","Australia","11441","8162","118","2020-07-17","Germany","202045","186900","9088","2020-07-17","Finland","7301","6880","328","2020-07-17","Israel","48083","20908","418",37742154,37630595,4342,89345,25499884,25488443,3161,8044,67886011,67683966,6057,177812,5540720,5533419,93,6552,11589623,11541540,26757,20490,178
"179","2020-07-18","Canada","111875","98436","8939","2020-07-18","Australia","11802","8274","122","2020-07-18","Germany","202426","187200","9091","2020-07-18","Finland","7318","6880","328","2020-07-18","Israel","49531","21346","426",37742154,37630279,4500,89497,25499884,25488082,3406,8152,67886011,67683585,6135,178109,5540720,5533402,110,6552,11589623,11540092,27759,20920,179
"180","2020-07-19","Canada","112168","98564","8943","2020-07-19","Australia","12069","8395","123","2020-07-19","Germany","202735","187400","9092","2020-07-19","Finland","7335","6880","328","2020-07-19","Israel","50547","21853","436",37742154,37629986,4661,89621,25499884,25487815,3551,8272,67886011,67683276,6243,178308,5540720,5533385,127,6552,11589623,11539076,28258,21417,180
"181","2020-07-20","Canada","112938","98975","8947","2020-07-20","Australia","12428","8398","126","2020-07-20","Germany","203325","188070","9094","2020-07-20","Finland","7340","6880","328","2020-07-20","Israel","52434","22464","448",37742154,37629216,5016,90028,25499884,25487456,3904,8272,67886011,67682686,6161,178976,5540720,5533380,132,6552,11589623,11537189,29522,22016,181
"182","2020-07-21","Canada","113473","99248","8954","2020-07-21","Australia","12894","8545","128","2020-07-21","Germany","203717","188221","9099","2020-07-21","Finland","7351","6880","328","2020-07-21","Israel","54440","23100","457",37742154,37628681,5271,90294,25499884,25486990,4221,8417,67886011,67682294,6397,179122,5540720,5533369,143,6552,11589623,11535183,30883,22643,182
"183","2020-07-22","Canada","113790","99501","8958","2020-07-22","Australia","13302","8770","133","2020-07-22","Germany","204276","188628","9102","2020-07-22","Finland","7362","6920","328","2020-07-22","Israel","56484","27015","463",37742154,37628364,5331,90543,25499884,25486582,4399,8637,67886011,67681735,6546,179526,5540720,5533358,114,6592,11589623,11533139,29006,26552,183
"184","2020-07-23","Canada","114398","99937","8966","2020-07-23","Australia","13595","8775","139","2020-07-23","Germany","204881","189140","9110","2020-07-23","Finland","7372","6920","328","2020-07-23","Israel","58474","33815","479",37742154,37627756,5495,90971,25499884,25486289,4681,8636,67886011,67681130,6631,180030,5540720,5533348,124,6592,11589623,11531149,24180,33336,184
"185","2020-07-24","Canada","115115","100504","8970","2020-07-24","Australia","13950","8938","145","2020-07-24","Germany","205623","189696","9120","2020-07-24","Finland","7380","6920","329","2020-07-24","Israel","60304","35554","487",37742154,37627039,5641,91534,25499884,25485934,4867,8793,67886011,67680388,6807,180576,5540720,5533340,131,6591,11589623,11529319,24263,35067,185
"186","2020-07-25","Canada","115470","100765","8974","2020-07-25","Australia","14403","9019","155","2020-07-25","Germany","206278","189919","9124","2020-07-25","Finland","7388","6920","329","2020-07-25","Israel","61416","36168","494",37742154,37626684,5731,91791,25499884,25485481,5229,8864,67886011,67679733,7235,180795,5540720,5533332,139,6591,11589623,11528207,24754,35674,186
"187","2020-07-26","Canada","115789","100969","8978","2020-07-26","Australia","14935","9174","161","2020-07-26","Germany","206667","190055","9124","2020-07-26","Finland","7393","6920","329","2020-07-26","Israel","62458","39100","505",37742154,37626365,5842,91991,25499884,25484949,5600,9013,67886011,67679344,7488,180931,5540720,5533327,144,6591,11589623,11527165,22853,38595,187
"188","2020-07-27","Canada","116471","101447","8991","2020-07-27","Australia","15303","9311","167","2020-07-27","Germany","207112","190314","9125","2020-07-27","Finland","7398","6920","329","2020-07-27","Israel","64506","40966","512",37742154,37625683,6033,92456,25499884,25484581,5825,9144,67886011,67678899,7673,181189,5540720,5533322,149,6591,11589623,11525117,23028,40454,188
"189","2020-07-28","Canada","116871","101686","9001","2020-07-28","Australia","15582","9617","176","2020-07-28","Germany","207707","190711","9131","2020-07-28","Finland","7404","6920","329","2020-07-28","Israel","66631","42619","520",37742154,37625283,6184,92685,25499884,25484302,5789,9441,67886011,67678304,7865,181580,5540720,5533316,155,6591,11589623,11522992,23492,42099,189
"190","2020-07-29","Canada","117357","101992","9006","2020-07-29","Australia","16298","9619","189","2020-07-29","Germany","208546","191279","9135","2020-07-29","Finland","7414","6950","329","2020-07-29","Israel","68585","44095","535",37742154,37624797,6359,92986,25499884,25483586,6490,9430,67886011,67677465,8132,182144,5540720,5533306,135,6621,11589623,11521038,23955,43560,190
"191","2020-07-30","Canada","117677","102344","9019","2020-07-30","Australia","16903","9759","196","2020-07-30","Germany","209535","191551","9144","2020-07-30","Finland","7423","6950","329","2020-07-30","Israel","70372","45865","550",37742154,37624477,6314,93325,25499884,25482981,6948,9563,67886011,67676476,8840,182407,5540720,5533297,144,6621,11589623,11519251,23957,45315,191
"192","2020-07-31","Canada","118281","102906","9025","2020-07-31","Australia","17280","9983","201","2020-07-31","Germany","210399","191992","9147","2020-07-31","Finland","7432","6950","329","2020-07-31","Israel","71734","47225","564",37742154,37623873,6350,93881,25499884,25482604,7096,9782,67886011,67675612,9260,182845,5540720,5533288,153,6621,11589623,11517889,23945,46661,192
"193","2020-08-01","Canada","118523","103072","9029","2020-08-01","Australia","17895","7213","208","2020-08-01","Germany","211005","192636","9154","2020-08-01","Finland","7443","6950","329","2020-08-01","Israel","72359","47778","578",37742154,37623631,6422,94043,25499884,25481989,10474,7005,67886011,67675006,9215,183482,5540720,5533277,164,6621,11589623,11517264,24003,47200,193
"194","2020-08-02","Canada","118768","103201","9032","2020-08-02","Australia","18318","7631","221","2020-08-02","Germany","211220","192908","9154","2020-08-02","Finland","7453","6950","329","2020-08-02","Israel","73067","50366","589",37742154,37623386,6535,94169,25499884,25481566,10466,7410,67886011,67674791,9158,183754,5540720,5533267,174,6621,11589623,11516556,22112,49777,194
"195","2020-08-03","Canada","118973","103284","9035","2020-08-03","Australia","18730","7631","232","2020-08-03","Germany","212111","193594","9154","2020-08-03","Finland","7466","6950","329","2020-08-03","Israel","74867","52261","604",37742154,37623181,6654,94249,25499884,25481154,10867,7399,67886011,67673900,9363,184440,5540720,5533254,187,6621,11589623,11514756,22002,51657,195
"196","2020-08-04","Canada","119659","104058","9043","2020-08-04","Australia","19445","7805","247","2020-08-04","Germany","212828","194173","9163","2020-08-04","Finland","7483","6950","331","2020-08-04","Israel","76596","54016","615",37742154,37622495,6558,95015,25499884,25480439,11393,7558,67886011,67673183,9492,185010,5540720,5533237,202,6619,11589623,11513027,21965,53401,196
"197","2020-08-05","Canada","120033","104377","9049","2020-08-05","Australia","19890","7947","255","2020-08-05","Germany","214113","194568","9179","2020-08-05","Finland","7512","6980","331","2020-08-05","Israel","78286","55573","625",37742154,37622121,6607,95328,25499884,25479994,11688,7692,67886011,67671898,10366,185389,5540720,5533208,201,6649,11589623,11511337,22088,54948,197
"198","2020-08-06","Canada","120387","104678","9055","2020-08-06","Australia","20272","8125","266","2020-08-06","Germany","215039","195281","9181","2020-08-06","Finland","7532","6980","331","2020-08-06","Israel","79963","57443","634",37742154,37621767,6654,95623,25499884,25479612,11881,7859,67886011,67670972,10577,186100,5540720,5533188,221,6649,11589623,11509660,21886,56809,198
"199","2020-08-07","Canada","120903","105128","9060","2020-08-07","Australia","20698","8566","278","2020-08-07","Germany","216196","195935","9195","2020-08-07","Finland","7554","6980","331","2020-08-07","Israel","81727","58724","646",37742154,37621251,6715,96068,25499884,25479186,11854,8288,67886011,67669815,11066,186740,5540720,5533166,243,6649,11589623,11507896,22357,58078,199
"200","2020-08-08","Canada","121148","105255","9064","2020-08-08","Australia","21084","8880","295","2020-08-08","Germany","216903","196550","9201","2020-08-08","Finland","7568","6980","331","2020-08-08","Israel","82481","59356","659",37742154,37621006,6829,96191,25499884,25478800,11909,8585,67886011,67669108,11152,187349,5540720,5533152,257,6649,11589623,11507142,22466,58697,200
"201","2020-08-09","Canada","121367","105420","9067","2020-08-09","Australia","21397","8882","313","2020-08-09","Germany","217288","196783","9202","2020-08-09","Finland","7584","6980","331","2020-08-09","Israel","83405","61707","666",37742154,37620787,6880,96353,25499884,25478487,12202,8569,67886011,67668723,11303,187581,5540720,5533136,273,6649,11589623,11506218,21032,61041,201
"202","2020-08-10","Canada","122053","108050","9074","2020-08-10","Australia","21713","9150","331","2020-08-10","Germany","218508","197382","9203","2020-08-10","Finland","7601","6980","333","2020-08-10","Israel","85109","63131","681",37742154,37620101,4929,98976,25499884,25478171,12232,8819,67886011,67667503,11923,188179,5540720,5533119,288,6647,11589623,11504514,21297,62450,202
"203","2020-08-11","Canada","122389","108465","9080","2020-08-11","Australia","22127","9401","352","2020-08-11","Germany","219540","198347","9208","2020-08-11","Finland","7623","6980","333","2020-08-11","Israel","86932","64137","692",37742154,37619765,4844,99385,25499884,25477757,12374,9049,67886011,67666471,11985,189139,5540720,5533097,310,6647,11589623,11502691,22103,63445,203
"204","2020-08-12","Canada","122703","108829","9085","2020-08-12","Australia","22358","9785","361","2020-08-12","Germany","220859","198991","9213","2020-08-12","Finland","7642","7050","333","2020-08-12","Israel","88554","65305","707",37742154,37619451,4789,99744,25499884,25477526,12212,9424,67886011,67665152,12655,189778,5540720,5533078,259,6717,11589623,11501069,22542,64598,204
"205","2020-08-13","Canada","123180","109260","9091","2020-08-13","Australia","22742","10007","375","2020-08-13","Germany","222281","199654","9217","2020-08-13","Finland","7683","7050","333","2020-08-13","Israel","90197","66636","723",37742154,37618974,4829,100169,25499884,25477142,12360,9632,67886011,67663730,13410,190437,5540720,5533037,300,6717,11589623,11499426,22838,65913,205
"206","2020-08-14","Canada","123605","109657","9095","2020-08-14","Australia","23035","10638","379","2020-08-14","Germany","223791","200440","9230","2020-08-14","Finland","7700","7050","333","2020-08-14","Israel","91585","67636","735",37742154,37618549,4853,100562,25499884,25476849,12018,10259,67886011,67662220,14121,191210,5540720,5533020,317,6717,11589623,11498038,23214,66901,206
"207","2020-08-15","Canada","123825","109933","9101","2020-08-15","Australia","23287","10641","396","2020-08-15","Germany","224488","200756","9235","2020-08-15","Finland","7720","7050","333","2020-08-15","Israel","92342","68219","745",37742154,37618329,4791,100832,25499884,25476597,12250,10245,67886011,67661523,14497,191521,5540720,5533000,337,6717,11589623,11497281,23378,67474,207
"208","2020-08-16","Canada","124004","110202","9106","2020-08-16","Australia","23558","11091","421","2020-08-16","Germany","225007","201187","9235","2020-08-16","Finland","7731","7050","333","2020-08-16","Israel","93410","70473","764",37742154,37618150,4696,101096,25499884,25476326,12046,10670,67886011,67661004,14585,191952,5540720,5532989,348,6717,11589623,11496213,22173,69709,208
"209","2020-08-17","Canada","124218","110433","9108","2020-08-17","Australia","23773","11544","438","2020-08-17","Germany","226700","202249","9236","2020-08-17","Finland","7752","7050","334","2020-08-17","Israel","95060","71680","768",37742154,37617936,4677,101325,25499884,25476111,11791,11106,67886011,67659311,15215,193013,5540720,5532968,368,6716,11589623,11494563,22612,70912,209
"210","2020-08-18","Canada","125084","111092","9118","2020-08-18","Australia","23989","11935","450","2020-08-18","Germany","228120","203677","9241","2020-08-18","Finland","7776","7050","334","2020-08-18","Israel","96709","73011","782",37742154,37617070,4874,101974,25499884,25475895,11604,11485,67886011,67657891,15202,194436,5540720,5532944,392,6716,11589623,11492914,22916,72229,210
"211","2020-08-19","Canada","125408","111559","9124","2020-08-19","Australia","24236","12254","463","2020-08-19","Germany","229706","204454","9249","2020-08-19","Finland","7805","7100","334","2020-08-19","Israel","98349","74527","794",37742154,37616746,4725,102435,25499884,25475648,11519,11791,67886011,67656305,16003,195205,5540720,5532915,371,6766,11589623,11491274,23028,73733,211
"212","2020-08-20","Canada","125625","111811","9127","2020-08-20","Australia","24407","14860","472","2020-08-20","Germany","231292","205359","9263","2020-08-20","Finland","7842","7100","334","2020-08-20","Israel","99836","75903","806",37742154,37616529,4687,102684,25499884,25475477,9075,14388,67886011,67654719,16670,196096,5540720,5532878,408,6766,11589623,11489787,23127,75097,212
"213","2020-08-21","Canada","126319","112381","9141","2020-08-21","Australia","24602","15466","485","2020-08-21","Germany","233029","206656","9266","2020-08-21","Finland","7871","7100","334","2020-08-21","Israel","101329","77513","819",37742154,37615835,4797,103240,25499884,25475282,8651,14981,67886011,67652982,17107,197390,5540720,5532849,437,6766,11589623,11488294,22997,76694,213
"214","2020-08-22","Canada","126560","112621","9142","2020-08-22","Australia","24811","15766","502","2020-08-22","Germany","233861","207606","9272","2020-08-22","Finland","7906","7100","334","2020-08-22","Israel","102040","78185","829",37742154,37615594,4797,103479,25499884,25475073,8543,15264,67886011,67652150,16983,198334,5540720,5532814,472,6766,11589623,11487583,23026,77356,214
"215","2020-08-23","Canada","126817","112836","9146","2020-08-23","Australia","24915","16239","517","2020-08-23","Germany","234494","207985","9275","2020-08-23","Finland","7920","7100","334","2020-08-23","Israel","103005","80337","842",37742154,37615337,4835,103690,25499884,25474969,8159,15722,67886011,67651517,17234,198710,5540720,5532800,486,6766,11589623,11486618,21826,79495,215
"216","2020-08-24","Canada","127594","113449","9154","2020-08-24","Australia","25053","16609","525","2020-08-24","Germany","236122","208653","9276","2020-08-24","Finland","7938","7100","335","2020-08-24","Israel","104905","81674","858",37742154,37614560,4991,104295,25499884,25474831,7919,16084,67886011,67649889,18193,199377,5540720,5532782,503,6765,11589623,11484718,22373,80816,216
"217","2020-08-25","Canada","127903","113809","9159","2020-08-25","Australia","25204","17106","549","2020-08-25","Germany","237583","210333","9281","2020-08-25","Finland","7981","7100","335","2020-08-25","Israel","106861","82554","877",37742154,37614251,4935,104650,25499884,25474680,7549,16557,67886011,67648428,17969,201052,5540720,5532739,546,6765,11589623,11482762,23430,81677,217
"218","2020-08-26","Canada","128380","114220","9164","2020-08-26","Australia","25322","17107","572","2020-08-26","Germany","239010","211691","9285","2020-08-26","Finland","8002","7200","335","2020-08-26","Israel","108814","86431","888",37742154,37613774,4996,105056,25499884,25474562,7643,16535,67886011,67647001,18034,202406,5540720,5532718,467,6865,11589623,11480809,21495,85543,218
"219","2020-08-27","Canada","128836","114610","9168","2020-08-27","Australia","25448","17373","583","2020-08-27","Germany","240571","212909","9290","2020-08-27","Finland","8019","7200","335","2020-08-27","Israel","110885","87953","899",37742154,37613318,5058,105442,25499884,25474436,7492,16790,67886011,67645440,18372,203619,5540720,5532701,484,6865,11589623,11478738,22033,87054,219
"220","2020-08-28","Canada","129342","115029","9181","2020-08-28","Australia","25547","17639","600","2020-08-28","Germany","242126","214186","9290","2020-08-28","Finland","8042","7200","335","2020-08-28","Israel","112717","89824","911",37742154,37612812,5132,105848,25499884,25474337,7308,17039,67886011,67643885,18650,204896,5540720,5532678,507,6865,11589623,11476906,21982,88913,220
"221","2020-08-29","Canada","129639","115294","9184","2020-08-29","Australia","25670","17866","611","2020-08-29","Germany","242835","214790","9299","2020-08-29","Finland","8049","7200","335","2020-08-29","Israel","113627","90554","916",37742154,37612515,5161,106110,25499884,25474214,7193,17255,67886011,67643176,18746,205491,5540720,5532671,514,6865,11589623,11475996,22157,89638,221
"222","2020-08-30","Canada","129888","115460","9185","2020-08-30","Australia","25746","18122","652","2020-08-30","Germany","243305","215283","9300","2020-08-30","Finland","8077","7200","335","2020-08-30","Israel","114728","92922","930",37742154,37612266,5243,106275,25499884,25474138,6972,17470,67886011,67642706,18722,205983,5540720,5532643,542,6865,11589623,11474895,20876,91992,222
"223","2020-08-31","Canada","130918","116020","9193","2020-08-31","Australia","25819","18356","657","2020-08-31","Germany","244802","216795","9303","2020-08-31","Finland","8086","7200","336","2020-08-31","Israel","116906","94369","953",37742154,37611236,5705,106827,25499884,25474065,6806,17699,67886011,67641209,18704,207492,5540720,5532634,550,6864,11589623,11472717,21584,93416,223
"224","2020-09-01","Canada","131422","116432","9197","2020-09-01","Australia","25923","18695","663","2020-09-01","Germany","246015","218403","9307","2020-09-01","Finland","8142","7200","336","2020-09-01","Israel","119158","95485","968",37742154,37610732,5793,107235,25499884,25473961,6565,18032,67886011,67639996,18305,209096,5540720,5532578,606,6864,11589623,11470465,22705,94517,224
"225","2020-09-02","Canada","131941","116866","9199","2020-09-02","Australia","26049","18698","678","2020-09-02","Germany","247411","219904","9322","2020-09-02","Finland","8161","7350","336","2020-09-02","Israel","122351","96973","982",37742154,37610213,5876,107667,25499884,25473835,6673,18020,67886011,67638600,18185,210582,5540720,5532559,475,7014,11589623,11467272,24396,95991,225
"226","2020-09-03","Canada","132527","117277","9205","2020-09-03","Australia","26136","18920","737","2020-09-03","Germany","248840","221525","9322","2020-09-03","Finland","8200","7350","336","2020-09-03","Israel","125012","98838","998",37742154,37609627,6045,108072,25499884,25473748,6479,18183,67886011,67637171,17993,212203,5540720,5532520,514,7014,11589623,11464611,25176,97840,226
"227","2020-09-04","Canada","133141","117755","9206","2020-09-04","Australia","26207","19178","748","2020-09-04","Germany","250283","222802","9327","2020-09-04","Finland","8225","7350","336","2020-09-04","Israel","127635","100115","1010",37742154,37609013,6180,108549,25499884,25473677,6281,18430,67886011,67635728,18154,213475,5540720,5532495,539,7014,11589623,11461988,26510,99105,227
"228","2020-09-05","Canada","133511","117968","9207","2020-09-05","Australia","26278","19336","753","2020-09-05","Germany","251058","223570","9329","2020-09-05","Finland","8261","7350","336","2020-09-05","Israel","129140","100974","1025",37742154,37608643,6336,108761,25499884,25473606,6189,18583,67886011,67634953,18159,214241,5540720,5532459,575,7014,11589623,11460483,27141,99949,228
"229","2020-09-06","Canada","133890","118192","9209","2020-09-06","Australia","26321","19473","762","2020-09-06","Germany","251728","224215","9330","2020-09-06","Finland","8291","7350","336","2020-09-06","Israel","131317","103422","1037",37742154,37608264,6489,108983,25499884,25473563,6086,18711,67886011,67634283,18183,214885,5540720,5532429,605,7014,11589623,11458306,26858,102385,229
"230","2020-09-07","Canada","134295","118386","9212","2020-09-07","Australia","26373","19610","770","2020-09-07","Germany","253626","225704","9331","2020-09-07","Finland","8327","7350","336","2020-09-07","Israel","134705","105022","1054",37742154,37607859,6697,109174,25499884,25473511,5993,18840,67886011,67632385,18591,216373,5540720,5532393,641,7014,11589623,11454918,28629,103968,230
"231","2020-09-08","Canada","135757","119420","9219","2020-09-08","Australia","26465","19731","781","2020-09-08","Germany","254957","227379","9336","2020-09-08","Finland","8337","7350","336","2020-09-08","Israel","138194","106529","1074",37742154,37606397,7118,110201,25499884,25473419,5953,18950,67886011,67631054,18242,218043,5540720,5532383,651,7014,11589623,11451429,30591,105455,231
"232","2020-09-09","Canada","136135","119789","9223","2020-09-09","Australia","26524","19869","788","2020-09-09","Germany","256433","228784","9342","2020-09-09","Finland","8430","7500","337","2020-09-09","Israel","142190","108116","1089",37742154,37606019,7123,110566,25499884,25473360,5867,19081,67886011,67629578,18307,219442,5540720,5532290,593,7163,11589623,11447433,32985,107027,232
"233","2020-09-10","Canada","136956","120848","9231","2020-09-10","Australia","26564","20045","797","2020-09-10","Germany","258149","230283","9345","2020-09-10","Finland","8469","7500","337","2020-09-10","Israel","146351","110134","1103",37742154,37605198,6877,111617,25499884,25473320,5722,19248,67886011,67627862,18521,220938,5540720,5532251,632,7163,11589623,11443272,35114,109031,233
"234","2020-09-11","Canada","137676","121537","9231","2020-09-11","Australia","26607","20335","803","2020-09-11","Germany","259735","231349","9348","2020-09-11","Finland","8512","7500","337","2020-09-11","Israel","150326","112005","1123",37742154,37604478,6908,112306,25499884,25473277,5469,19532,67886011,67626276,19038,222001,5540720,5532208,675,7163,11589623,11439297,37198,110882,234
"235","2020-09-12","Canada","138164","121944","9233","2020-09-12","Australia","26651","20346","810","2020-09-12","Germany","260817","231953","9352","2020-09-12","Finland","8557","7500","337","2020-09-12","Israel","153045","113225","1138",37742154,37603990,6987,112711,25499884,25473233,5495,19536,67886011,67625194,19512,222601,5540720,5532163,720,7163,11589623,11436578,38682,112087,235
"236","2020-09-13","Canada","138640","122266","9236","2020-09-13","Australia","26692","20471","816","2020-09-13","Germany","261737","232541","9354","2020-09-13","Finland","8580","7500","337","2020-09-13","Israel","156220","116620","1155",37742154,37603514,7138,113030,25499884,25473192,5405,19655,67886011,67624274,19842,223187,5540720,5532140,743,7163,11589623,11433403,38445,115465,236
"237","2020-09-14","Canada","140098","123120","9249","2020-09-14","Australia","26739","20585","816","2020-09-14","Germany","263222","234017","9356","2020-09-14","Finland","8627","7500","337","2020-09-14","Israel","161025","119051","1175",37742154,37602056,7729,113871,25499884,25473145,5338,19769,67886011,67622789,19849,224661,5540720,5532093,790,7163,11589623,11428598,40799,117876,237
"238","2020-09-15","Canada","140900","123777","9257","2020-09-15","Australia","26778","20658","824","2020-09-15","Germany","265014","235112","9367","2020-09-15","Finland","8725","7500","339","2020-09-15","Israel","166564","121114","1191",37742154,37601254,7866,114520,25499884,25473106,5296,19834,67886011,67620997,20535,225745,5540720,5531995,886,7161,11589623,11423059,44259,119923,238
"239","2020-09-16","Canada","141852","124412","9262","2020-09-16","Australia","26813","20798","832","2020-09-16","Germany","266869","236623","9373","2020-09-16","Finland","8750","7700","339","2020-09-16","Israel","171138","123964","1217",37742154,37600302,8178,115150,25499884,25473071,5183,19966,67886011,67619142,20873,227250,5540720,5531970,711,7361,11589623,11418485,45957,122747,239
"240","2020-09-17","Canada","142879","124984","9267","2020-09-17","Australia","26861","20860","837","2020-09-17","Germany","269048","238437","9376","2020-09-17","Finland","8799","7700","339","2020-09-17","Israel","176523","127776","1235",37742154,37599275,8628,115717,25499884,25473023,5164,20023,67886011,67616963,21235,229061,5540720,5531921,760,7361,11589623,11413100,47512,126541,240
"241","2020-09-18","Canada","144053","125654","9279","2020-09-18","Australia","26885","20867","844","2020-09-18","Germany","271247","239654","9386","2020-09-18","Finland","8858","7700","339","2020-09-18","Israel","181863","130669","1255",37742154,37598101,9120,116375,25499884,25472999,5174,20023,67886011,67614764,22207,230268,5540720,5531862,819,7361,11589623,11407760,49939,129414,241
"242","2020-09-19","Canada","144607","125984","9286","2020-09-19","Australia","26898","20974","849","2020-09-19","Germany","272932","240510","9388","2020-09-19","Finland","8922","7700","339","2020-09-19","Israel","185672","132136","1282",37742154,37597547,9337,116698,25499884,25472986,5075,20125,67886011,67613079,23034,231122,5540720,5531798,883,7361,11589623,11403951,52254,130854,242
"243","2020-09-20","Canada","145750","126592","9288","2020-09-20","Australia","26912","21069","851","2020-09-20","Germany","273965","241192","9390","2020-09-20","Finland","8980","7700","339","2020-09-20","Israel","188251","134671","1303",37742154,37596404,9870,117304,25499884,25472972,4992,20218,67886011,67612046,23383,231802,5540720,5531740,941,7361,11589623,11401372,52277,133368,243
"244","2020-09-21","Canada","147583","127684","9300","2020-09-21","Australia","26942","21163","854","2020-09-21","Germany","275560","242656","9390","2020-09-21","Finland","9046","7700","341","2020-09-21","Israel","192117","139476","1334",37742154,37594571,10599,118384,25499884,25472942,4925,20309,67886011,67610451,23514,233266,5540720,5531674,1005,7359,11589623,11397506,51307,138142,244
"245","2020-09-22","Canada","148855","128890","9309","2020-09-22","Australia","26972","21224","859","2020-09-22","Germany","277412","244693","9405","2020-09-22","Finland","9195","7700","341","2020-09-22","Israel","199138","143080","1360",37742154,37593299,10656,119581,25499884,25472912,4889,20365,67886011,67608599,23314,235288,5540720,5531525,1154,7359,11589623,11390485,54698,141720,245
